hopeful_allen;158.89%;1.46%;114.6MiB / 7.667GiB;994kB / 94.5kB;20.1MB / 98.3kB;58aa780a7941af ;02:07:11
hopeful_allen;8.77%;1.59%;125MiB / 7.667GiB;1MB / 99.5kB;20.1MB / 98.3kB;71aa780a7941af ;02:07:13
hopeful_allen;152.10%;2.51%;197.3MiB / 7.667GiB;1.65MB / 116kB;20.1MB / 16.7MB;83aa780a7941af ;02:07:15
hopeful_allen;42.02%;1.67%;131.3MiB / 7.667GiB;1.77MB / 223kB;20.1MB / 16.7MB;71aa780a7941af ;02:07:17
hopeful_allen;106.22%;2.21%;173.8MiB / 7.667GiB;1.9MB / 233kB;20.1MB / 16.7MB;76aa780a7941af ;02:07:19
hopeful_allen;6.28%;1.56%;122.5MiB / 7.667GiB;1.91MB / 286kB;20.1MB / 16.7MB;71aa780a7941af ;02:07:21
hopeful_allen;127.02%;1.68%;131.9MiB / 7.667GiB;2.2MB / 323kB;20.1MB / 16.7MB;71aa780a7941af ;02:07:23
hopeful_allen;136.55%;1.64%;128.8MiB / 7.667GiB;2.88MB / 460kB;20.1MB / 16.7MB;71aa780a7941af ;02:07:25
hopeful_allen;16.07%;1.67%;130.8MiB / 7.667GiB;3.08MB / 514kB;20.1MB / 16.7MB;71aa780a7941af ;02:07:27
hopeful_allen;110.94%;2.40%;188.8MiB / 7.667GiB;3.22MB / 522kB;20.1MB / 16.7MB;76aa780a7941af ;02:07:29
hopeful_allen;141.49%;1.61%;126.7MiB / 7.667GiB;3.81MB / 721kB;20.1MB / 16.7MB;58aa780a7941af ;02:07:31
hopeful_allen;126.60%;1.76%;138.2MiB / 7.667GiB;4.12MB / 842kB;20.1MB / 16.7MB;71aa780a7941af ;02:07:33
hopeful_allen;25.62%;1.78%;139.7MiB / 7.667GiB;4.5MB / 920kB;20.1MB / 16.7MB;71aa780a7941af ;02:07:35
hopeful_allen;113.44%;2.15%;168.6MiB / 7.667GiB;4.75MB / 999kB;20.1MB / 16.7MB;76aa780a7941af ;02:07:37
hopeful_allen;97.89%;1.81%;142.1MiB / 7.667GiB;5.06MB / 1.13MB;20.1MB / 16.7MB;71aa780a7941af ;02:07:39
hopeful_allen;159.64%;1.71%;134.1MiB / 7.667GiB;5.61MB / 1.25MB;20.1MB / 35.8MB;58aa780a7941af ;02:07:42
hopeful_allen;74.47%;1.88%;147.3MiB / 7.667GiB;5.81MB / 1.32MB;20.1MB / 35.8MB;67aa780a7941af ;02:07:44
hopeful_allen;147.77%;1.92%;150.8MiB / 7.667GiB;5.95MB / 1.38MB;20.1MB / 35.8MB;66aa780a7941af ;02:07:46
hopeful_allen;155.73%;2.47%;194.2MiB / 7.667GiB;6.67MB / 1.52MB;20.1MB / 35.8MB;71aa780a7941af ;02:07:48
hopeful_allen;158.72%;2.49%;195.6MiB / 7.667GiB;7.06MB / 1.64MB;20.1MB / 35.8MB;71aa780a7941af ;02:07:50
hopeful_allen;154.32%;2.51%;197.4MiB / 7.667GiB;7.3MB / 1.75MB;20.1MB / 35.8MB;71aa780a7941af ;02:07:52
hopeful_allen;165.50%;2.40%;188.8MiB / 7.667GiB;7.63MB / 1.89MB;20.1MB / 35.8MB;71aa780a7941af ;02:07:54
hopeful_allen;156.07%;2.79%;218.8MiB / 7.667GiB;8.03MB / 2.03MB;20.1MB / 35.8MB;71aa780a7941af ;02:07:56
hopeful_allen;137.89%;1.99%;156.1MiB / 7.667GiB;8.11MB / 2.19MB;20.1MB / 35.8MB;61aa780a7941af ;02:07:58
hopeful_allen;126.65%;1.93%;151.9MiB / 7.667GiB;8.28MB / 2.31MB;20.1MB / 35.8MB;53aa780a7941af ;02:08:00
hopeful_allen;142.07%;1.94%;152.5MiB / 7.667GiB;8.33MB / 2.34MB;20.1MB / 35.8MB;54aa780a7941af ;02:08:02
hopeful_allen;142.56%;2.56%;201.1MiB / 7.667GiB;8.51MB / 2.45MB;20.1MB / 35.8MB;71aa780a7941af ;02:08:04
hopeful_allen;145.87%;2.10%;165.1MiB / 7.667GiB;8.56MB / 2.54MB;20.1MB / 35.8MB;66aa780a7941af ;02:08:06
hopeful_allen;156.00%;2.69%;211.4MiB / 7.667GiB;8.67MB / 2.67MB;20.1MB / 54.8MB;71aa780a7941af ;02:08:08
hopeful_allen;155.40%;2.15%;169.2MiB / 7.667GiB;8.73MB / 2.83MB;20.1MB / 54.8MB;54aa780a7941af ;02:08:10
hopeful_allen;150.39%;3.07%;240.9MiB / 7.667GiB;8.88MB / 2.9MB;20.1MB / 54.8MB;72aa780a7941af ;02:08:12
hopeful_allen;133.83%;2.35%;184.4MiB / 7.667GiB;8.98MB / 3.07MB;20.1MB / 54.8MB;67aa780a7941af ;02:08:14
hopeful_allen;121.59%;2.35%;184.8MiB / 7.667GiB;9.04MB / 3.18MB;20.1MB / 54.8MB;67aa780a7941af ;02:08:16
hopeful_allen;122.32%;2.26%;177.3MiB / 7.667GiB;9.12MB / 3.28MB;20.1MB / 54.8MB;54aa780a7941af ;02:08:18
hopeful_allen;153.13%;2.88%;226MiB / 7.667GiB;9.22MB / 3.4MB;20.1MB / 54.8MB;72aa780a7941af ;02:08:20
hopeful_allen;150.30%;2.32%;182.2MiB / 7.667GiB;9.3MB / 3.54MB;20.1MB / 54.8MB;56aa780a7941af ;02:08:22
hopeful_allen;149.94%;2.56%;201.3MiB / 7.667GiB;9.4MB / 3.66MB;20.1MB / 54.8MB;70aa780a7941af ;02:08:24
hopeful_allen;155.71%;3.07%;240.7MiB / 7.667GiB;9.47MB / 3.77MB;20.1MB / 54.8MB;72aa780a7941af ;02:08:26
hopeful_allen;131.56%;2.31%;181.5MiB / 7.667GiB;9.54MB / 3.93MB;20.1MB / 54.8MB;54aa780a7941af ;02:08:28
hopeful_allen;122.73%;2.46%;193.4MiB / 7.667GiB;9.62MB / 4.04MB;20.1MB / 54.8MB;67aa780a7941af ;02:08:30
hopeful_allen;166.60%;2.74%;215MiB / 7.667GiB;9.7MB / 4.06MB;20.1MB / 54.8MB;71aa780a7941af ;02:08:32
hopeful_allen;146.68%;3.31%;259.7MiB / 7.667GiB;9.85MB / 4.17MB;20.1MB / 57.6MB;72aa780a7941af ;02:08:34
hopeful_allen;154.86%;3.22%;252.6MiB / 7.667GiB;9.93MB / 4.27MB;20.1MB / 57.6MB;72aa780a7941af ;02:08:36
hopeful_allen;124.22%;2.38%;186.7MiB / 7.667GiB;10MB / 4.44MB;20.1MB / 57.6MB;54aa780a7941af ;02:08:38
hopeful_allen;91.50%;2.51%;197.1MiB / 7.667GiB;10.1MB / 4.56MB;20.1MB / 57.6MB;67aa780a7941af ;02:08:40
hopeful_allen;165.60%;2.56%;201.2MiB / 7.667GiB;10.2MB / 4.67MB;20.1MB / 57.6MB;70aa780a7941af ;02:08:42
hopeful_allen;157.31%;3.07%;241.3MiB / 7.667GiB;10.3MB / 4.79MB;20.1MB / 57.6MB;71aa780a7941af ;02:08:44
hopeful_allen;150.18%;2.20%;172.4MiB / 7.667GiB;10.3MB / 4.94MB;20.1MB / 57.6MB;53aa780a7941af ;02:08:46
hopeful_allen;157.15%;2.63%;206.6MiB / 7.667GiB;10.4MB / 5.05MB;20.1MB / 57.6MB;71aa780a7941af ;02:08:48
hopeful_allen;155.99%;2.88%;226.1MiB / 7.667GiB;10.5MB / 5.15MB;20.1MB / 60.7MB;70aa780a7941af ;02:08:50
hopeful_allen;141.68%;2.22%;174.5MiB / 7.667GiB;10.6MB / 5.31MB;20.1MB / 60.7MB;52aa780a7941af ;02:08:52
hopeful_allen;170.27%;2.72%;213.2MiB / 7.667GiB;10.7MB / 5.42MB;20.1MB / 60.7MB;70aa780a7941af ;02:08:54
hopeful_allen;151.20%;3.13%;245.4MiB / 7.667GiB;10.8MB / 5.53MB;20.1MB / 60.7MB;70aa780a7941af ;02:08:56
hopeful_allen;130.43%;2.39%;187.8MiB / 7.667GiB;10.8MB / 5.68MB;20.1MB / 60.7MB;58aa780a7941af ;02:08:58
hopeful_allen;37.49%;2.58%;202.9MiB / 7.667GiB;10.9MB / 5.74MB;20.1MB / 60.7MB;65aa780a7941af ;02:09:00
hopeful_allen;155.01%;2.88%;226.2MiB / 7.667GiB;11MB / 5.82MB;20.1MB / 60.7MB;70aa780a7941af ;02:09:02
hopeful_allen;157.35%;3.12%;244.9MiB / 7.667GiB;11.2MB / 5.93MB;20.1MB / 60.7MB;70aa780a7941af ;02:09:04
hopeful_allen;154.97%;2.38%;186.9MiB / 7.667GiB;11.2MB / 6.1MB;20.1MB / 78.2MB;52aa780a7941af ;02:09:06
hopeful_allen;145.10%;2.63%;206.1MiB / 7.667GiB;11.3MB / 6.21MB;20.1MB / 78.2MB;65aa780a7941af ;02:09:08
hopeful_allen;77.42%;3.03%;238.1MiB / 7.667GiB;11.4MB / 6.26MB;20.1MB / 78.2MB;70aa780a7941af ;02:09:10
hopeful_allen;138.19%;2.40%;188.7MiB / 7.667GiB;11.4MB / 6.43MB;20.1MB / 78.2MB;52aa780a7941af ;02:09:12
hopeful_allen;161.57%;2.58%;202.2MiB / 7.667GiB;11.6MB / 6.54MB;20.1MB / 78.2MB;65aa780a7941af ;02:09:14
hopeful_allen;158.25%;3.17%;248.7MiB / 7.667GiB;11.6MB / 6.64MB;20.1MB / 78.2MB;74aa780a7941af ;02:09:16
